Address,Type,Datetime,Latitude,Longitude,Report Location,Incident Number
115 Broadway E,Aid Response,2025-02-20 14:53:00,47.618907,-122.320857,POINT (-122.320857 47.618907),F250024618
1551 Nw 54th St,Illegal Burn,2025-02-20 14:38:00,47.667892,-122.37689,POINT (-122.37689 47.667892),F250024617
1305 E Howell St,Nurseline/AMR,2025-02-20 14:36:00,47.617611,-122.315519,POINT (-122.315519 47.617611),F250024616
11 W Aloha St,Aid Response,2025-02-20 14:35:00,47.627192,-122.356823,POINT (-122.356823 47.627192),F250024615
202 19th Ave E,Low Acuity Response,2025-02-20 14:29:00,47.619673,-122.307364,POINT (-122.307364 47.619673),F250024614
3417 HARBOR AVE SW,Rescue Elevator,2025-02-20 14:23:00,47.572725,-122.370759,POINT (-122.370759 47.572725),F250024612
10501 Aurora Ave N,Triaged Incident,2025-02-20 14:19:00,47.705051,-122.344694,POINT (-122.344694 47.705051),F250024611
609 Yesler Way,Low Acuity Response,2025-02-20 14:18:00,47.601709,-122.326134,POINT (-122.326134 47.601709),F250024609
506 Maynard Ave S,Nurseline/AMR,2025-02-20 14:18:00,47.598301,-122.325059,POINT (-122.325059 47.598301),F250024610
2126 Ne 47th St,Aid Response Yellow,2025-02-20 14:17:00,47.663072,-122.304468,POINT (-122.304468 47.663072),F250024608
2700 W Commodore Way,Aid Response,2025-02-20 14:13:00,47.662244,-122.391032,POINT (-122.391032 47.662244),F250024607
10014 34th Ave Sw,Aid Response,2025-02-20 14:07:00,47.513591,-122.375259,POINT (-122.375259 47.513591),F250024606
4120 Beach Dr Sw,Nurseline/AMR,2025-02-20 14:04:00,47.567125,-122.409314,POINT (-122.409314 47.567125),F250024604
3007 Nw 64th St,Aid Response Yellow,2025-02-20 13:59:00,47.675179,-122.395759,POINT (-122.395759 47.675179),F250024603
705 Pike St,Aid Response,2025-02-20 13:57:00,47.61163,-122.333297,POINT (-122.333297 47.61163),F250024602
825 N 48th St,Aid Response,2025-02-20 13:55:00,47.663583,-122.348267,POINT (-122.348267 47.663583),F250024601
1201 Eastlake Ave E,Aid Response Yellow,2025-02-20 13:48:00,47.630597,-122.327645,POINT (-122.327645 47.630597),F250024599
1936 Eastlake Ave E,Aid Response,2025-02-20 13:48:00,47.636192,-122.325698,POINT (-122.325698 47.636192),F250024600
3519 S Leschi Pl,Activated CO Detector,2025-02-20 13:42:00,47.599647,-122.286947,POINT (-122.286947 47.599647),F250024597
5900 59th Ave Ne,Medic Response,2025-02-20 13:42:00,47.671606,-122.264585,POINT (-122.264585 47.671606),F250024596
3rd Ave Nw / Holman Rd Nw,Triaged Incident,2025-02-20 13:39:00,47.7024,-122.360743,POINT (-122.360743 47.7024),F250024594
1334 Terry Ave,Aid Response,2025-02-20 13:29:00,47.611348,-122.328514,POINT (-122.328514 47.611348),F250024593
15th Ave / E Spring St,Illegal Burn,2025-02-20 13:24:00,47.611547,-122.312807,POINT (-122.312807 47.611547),F250024590
1911 22nd Ave S,Low Acuity Response,2025-02-20 13:09:00,47.586234,-122.304237,POINT (-122.304237 47.586234),F250024588
4324 8th Ave Ne,Aid Response,2025-02-20 13:09:00,47.659675,-122.319781,POINT (-122.319781 47.659675),F250024589
3rd Ave / Pike St,Aid Response,2025-02-20 13:07:00,47.60975,-122.337793,POINT (-122.337793 47.60975),F250024587
5614 22nd Ave Nw,Aid Response,2025-02-20 13:03:00,47.669551,-122.384743,POINT (-122.384743 47.669551),F250024586
2040 Westlake Ave N,Aid Response,2025-02-20 13:01:00,47.637097,-122.34048,POINT (-122.34048 47.637097),F250024585
100 Melrose Ave E,Aid Response Yellow,2025-02-20 13:00:00,47.618497,-122.327854,POINT (-122.327854 47.618497),F250024583
1521 2nd Ave,Automatic Medical Alarm,2025-02-20 13:00:00,47.609488,-122.339089,POINT (-122.339089 47.609488),F250024584
420 13th Ave E,Aid Response,2025-02-20 12:56:00,47.622183,-122.315719,POINT (-122.315719 47.622183),F250024582
7555 24th Ave Sw,Aid Response,2025-02-20 12:54:00,47.535012,-122.36317,POINT (-122.36317 47.535012),F250024580
1301 5th Ave,Medic Response,2025-02-20 12:54:00,47.608693,-122.333757,POINT (-122.333757 47.608693),F250024581
2401 Sw Holden St,Medic Response,2025-02-20 12:51:00,47.533698,-122.363185,POINT (-122.363185 47.533698),F250024579
1400 6th Ave,Aid Response,2025-02-20 12:50:00,47.61015,-122.333556,POINT (-122.333556 47.61015),F250024577
EAST MARGINAL WAY S / S MICHIGAN ST,Aid Response,2025-02-20 12:50:00,47.544881,-122.331306,POINT (-122.331306 47.544881),F250024578
10031 Holman Rd Nw,Aid Response,2025-02-20 12:49:00,47.701722,-122.362077,POINT (-122.362077 47.701722),F250024576
1000 Minor Ave,Alarm Bell,2025-02-20 12:42:00,47.609802,-122.324029,POINT (-122.324029 47.609802),F250024574
2911 2nd Ave,Automatic Fire Alarm False,2025-02-20 12:40:00,47.617657,-122.35177,POINT (-122.35177 47.617657),F250024573
509 3rd Ave,Aid Response,2025-02-20 12:38:00,47.602114,-122.330809,POINT (-122.330809 47.602114),F250024570
415 10th Ave,Auto Fire Alarm,2025-02-20 12:37:00,47.605346,-122.319413,POINT (-122.319413 47.605346),F250024569
2911 2nd Ave,AFA4 - Auto Alarm 2 + 1 + 1,2025-02-20 12:30:00,47.617657,-122.35177,POINT (-122.35177 47.617657),F250024567
10740 Meridian Ave N,Automatic Fire Alarm False,2025-02-20 12:27:00,47.707087,-122.333965,POINT (-122.333965 47.707087),F250024565
633 32nd Ave E,AFA4 - Auto Alarm 2 + 1 + 1,2025-02-20 12:17:00,47.625177,-122.291038,POINT (-122.291038 47.625177),F250024560
908 Jefferson St,Aid Response,2025-02-20 12:17:00,47.604879,-122.324007,POINT (-122.324007 47.604879),F250024561
1455 Nw Leary Way,Medic Response,2025-02-20 12:16:00,47.663663,-122.374988,POINT (-122.374988 47.663663),F250024558
825 Eastlake Ave E,Medic Response,2025-02-20 12:15:00,47.626215,-122.329199,POINT (-122.329199 47.626215),F250024559
Woodland Pl N / N 61st St,MVI - Motor Vehicle Incident,2025-02-20 12:13:00,47.673154,-122.348016,POINT (-122.348016 47.673154),F250024557
2400 11th Ave E,Aid Response,2025-02-20 12:10:00,47.640841,-122.317949,POINT (-122.317949 47.640841),F250024556
500 5th Ave,Aid Response,2025-02-20 12:09:00,47.602985,-122.328535,POINT (-122.328535 47.602985),F250024555
4414 Sw Massachusetts St,Medic Response,2025-02-20 12:09:00,47.58807,-122.387795,POINT (-122.387795 47.58807),F250024554
13000 Linden Ave N,Medic Response,2025-02-20 12:06:00,47.723218,-122.348195,POINT (-122.348195 47.723218),F250024553
6901 Martin Luther King Jr Way S,Aid Response Yellow,2025-02-20 12:05:00,47.540684,-122.283048,POINT (-122.283048 47.540684),F250024552
1710 BROADWAY,Aid Response,2025-02-20 12:03:00,47.61651,-122.320819,POINT (-122.320819 47.61651),F250024551
1516 37th Ave E,Automatic Fire Alarm Resd,2025-02-20 12:01:00,47.632293,-122.285447,POINT (-122.285447 47.632293),F250024549
1700 21st Ave S,Automatic Fire Alarm False,2025-02-20 11:58:00,47.588407,-122.305154,POINT (-122.305154 47.588407),F250024545
130 Harvard Ave E,Aid Response,2025-02-20 11:58:00,47.619078,-122.322193,POINT (-122.322193 47.619078),F250024544
515 N 49th St,Medic Response,2025-02-20 11:51:00,47.664304,-122.352526,POINT (-122.352526 47.664304),F250024543
2225 4th Ave,Triaged Incident,2025-02-20 11:50:00,47.614788,-122.342952,POINT (-122.342952 47.614788),F250024542
10001 45th Ave Ne,Aid Response,2025-02-20 11:48:00,47.701119,-122.280049,POINT (-122.280049 47.701119),F250024541
9256 DAYTON AVE N,Low Acuity Response,2025-02-20 11:38:00,47.696354,-122.352671,POINT (-122.352671 47.696354),F250024539
4714 Ballard Ave Nw,Auto Fire Alarm,2025-02-20 11:37:00,47.663144,-122.379353,POINT (-122.379353 47.663144),F250024538
6700 17th Ave Sw,Aid Response Yellow,2025-02-20 11:36:00,47.54287,-122.356065,POINT (-122.356065 47.54287),F250024537
3005 Rainier Ave S,Rescue Elevator,2025-02-20 11:30:00,47.576698,-122.296889,POINT (-122.296889 47.576698),F250024534
105 5th Ave S,Triaged Incident,2025-02-20 11:27:00,47.601643,-122.327656,POINT (-122.327656 47.601643),F250024533
9001 Lake City Way Ne,Aid Response,2025-02-20 11:26:00,47.693931,-122.30552,POINT (-122.30552 47.693931),F250024532
1602 S Roberto Maestas Fest St,Aid Response,2025-02-20 11:25:00,47.57947,-122.312088,POINT (-122.312088 47.57947),F250024531
405 Martin Luther King Jr Way S,Triaged Incident,2025-02-20 11:24:00,47.599173,-122.297417,POINT (-122.297417 47.599173),F250024530
1700 21st Ave S,Nurseline/AMR,2025-02-20 11:17:00,47.588407,-122.305154,POINT (-122.305154 47.588407),F250024524
206 5th Ave S,Auto Fire Alarm,2025-02-20 11:17:00,47.600822,-122.32766,POINT (-122.32766 47.600822),F250024526
111 Cedar St,Aid Response,2025-02-20 11:12:00,47.615877,-122.35052,POINT (-122.35052 47.615877),F250024523
7408 Greenwood Ave N,Aid Response,2025-02-20 11:00:00,47.682606,-122.3553,POINT (-122.3553 47.682606),F250024521
6188 4th Ave S,Auto Fire Alarm,2025-02-20 10:55:00,47.547461,-122.329585,POINT (-122.329585 47.547461),F250024520
425 N 68th St,Medic Response,2025-02-20 10:48:00,47.678733,-122.35393,POINT (-122.35393 47.678733),F250024519
12th Ave S / S King St,Medic Response- Overdose,2025-02-20 10:44:00,47.598338,-122.317228,POINT (-122.317228 47.598338),F250024518
1740 Ne 86th St,Aid Response,2025-02-20 10:43:00,47.691233,-122.30917,POINT (-122.30917 47.691233),F250024517
1208 S Concord St,Nurseline/AMR,2025-02-20 10:41:00,47.523899,-122.317313,POINT (-122.317313 47.523899),F250024516
Brooklyn Ave Ne / Ne Campus Pkwy,Aid Response,2025-02-20 10:38:00,47.656,-122.314425,POINT (-122.314425 47.656),F250024515
5343 Tallman Ave Nw,Aid Response,2025-02-20 10:26:00,47.667557,-122.380412,POINT (-122.380412 47.667557),F250024511
7101 62nd Ave Ne,Aid Response,2025-02-20 10:24:00,47.67997,-122.262231,POINT (-122.262231 47.67997),F250024510
12th Ave S / S Weller St,Aid Response,2025-02-20 10:22:00,47.5975,-122.317227,POINT (-122.317227 47.5975),F250024508
800 Occidental Ave S,EVENT - Special Event,2025-02-20 10:21:00,47.595692,-122.333273,POINT (-122.333273 47.595692),F250024507
925 Alaskan Way,Triaged Incident,2025-02-20 10:18:00,47.603237,-122.337944,POINT (-122.337944 47.603237),F250024505
405 Martin Luther King Jr Way S,Triaged Incident,2025-02-20 10:17:00,47.599173,-122.297417,POINT (-122.297417 47.599173),F250024503
522 N 85th St,Aid Response,2025-02-20 10:17:00,47.690586,-122.35232,POINT (-122.35232 47.690586),F250024504
3212 Ne 125th St,Aid Response,2025-02-20 10:15:00,47.71927,-122.293763,POINT (-122.293763 47.71927),F250024502
7101 62nd Ave Ne,Aid Response,2025-02-20 10:09:00,,,,F250024339
9306 51st Ave S,Aid Response,2025-02-20 10:07:00,,,,F250024338
7101 62nd Ave Ne,Aid Response,2025-02-20 10:06:00,47.67997,-122.262231,POINT (-122.262231 47.67997),F250024501
916 E John St,BC Aid Response,2025-02-20 10:03:00,,,,F250024336
216 N 112th St,Aid Response,2025-02-20 10:01:00,,,,F250024335
927 12th Ave E,Automatic Fire Alarm Resd,2025-02-20 09:56:00,,,,F250024332
2514 20th Ave E,Aid Response,2025-02-20 09:55:00,,,,F250024331
1039 6th Ave S,Nurseline/AMR,2025-02-20 09:50:00,,,,F250024328
12th Ave / E Fir St,Aid Response,2025-02-20 09:50:00,,,,F250024327
9001 Lake City Way Ne,Nurseline/AMR,2025-02-20 09:47:00,,,,F250024326
800 Occidental Ave S,EVENT - Special Event,2025-02-20 09:42:00,,,,F250024324
4524 S Henderson St,Aid Response,2025-02-20 09:36:00,,,,F250024322
9268 53RD AVE S,4RED - 2 + 1 + 1,2025-02-20 09:32:00,,,,F250024320
6900 37th Ave S,Aid Response,2025-02-20 09:30:00,,,,F250024319
2418 Nw 56th St,Aid Response,2025-02-20 09:25:00,,,,F250024317
12045 1st Ave Nw,Activated CO Detector,2025-02-20 09:19:00,,,,F250024316
111 Cedar St,Aid Response,2025-02-20 09:12:00,,,,F250024313
410 2nd Av Et S,Auto Fire Alarm,2025-02-20 09:10:00,,,,F250024312
111 Cedar St,Aid Response,2025-02-20 09:10:00,47.615877,-122.35052,POINT (-122.35052 47.615877),F250024080
1911 22nd Ave S,Auto Fire Alarm,2025-02-20 09:08:00,,,,F250024311
801 9th Ave,Aid Response,2025-02-20 08:58:00,47.606982,-122.326056,POINT (-122.326056 47.606982),F250024079
5960 1st Ave S,Low Acuity Response,2025-02-20 08:43:00,47.548264,-122.334309,POINT (-122.334309 47.548264),F250024076
2418 Nw 56th St,Aid Response,2025-02-20 08:39:00,47.669458,-122.387807,POINT (-122.387807 47.669458),F250024075
101 Taylor Ave N,Medic Response- Overdose,2025-02-20 08:33:00,47.618566,-122.346316,POINT (-122.346316 47.618566),F250024073
2600 Sw Barton St,Aid Response,2025-02-20 08:33:00,47.521022,-122.365894,POINT (-122.365894 47.521022),F250024074
5700 24th Ave Nw,Aid Response,2025-02-20 08:27:00,47.670187,-122.387587,POINT (-122.387587 47.670187),F250024072
405 Martin Luther King Jr Way S,Multiple Medic Resp 14 Per,2025-02-20 08:11:00,47.599173,-122.297417,POINT (-122.297417 47.599173),F250024069
924 N 137th St,Aid Response,2025-02-20 08:03:00,47.728679,-122.347409,POINT (-122.347409 47.728679),F250024068
7431 26th Ave Ne,Auto Fire Alarm,2025-02-20 07:53:00,47.682127,-122.299663,POINT (-122.299663 47.682127),F250024066
3rd Ave / Spring St,Aid Response,2025-02-20 07:53:00,47.606337,-122.334672,POINT (-122.334672 47.606337),F250024065
1229 Madison St,Ladder Code Yellow,2025-02-20 07:52:00,47.60994,-122.3237,POINT (-122.3237 47.60994),F250024064
6720 East Green Lake Way N,Aid Response,2025-02-20 07:40:00,47.67834,-122.32895,POINT (-122.32895 47.67834),F250024063
4332 8th Ave Ne,Triaged Incident,2025-02-20 07:39:00,47.65975,-122.319781,POINT (-122.319781 47.65975),F250024062
4700 12th Ave Ne,Aid Response,2025-02-20 07:30:00,47.663106,-122.315263,POINT (-122.315263 47.663106),F250024061
5931 East Marginal Way S,Aid Response,2025-02-20 07:21:00,47.549528,-122.334969,POINT (-122.334969 47.549528),F250024056
29TH AVE E / E VALLEY ST,Illegal Burn,2025-02-20 07:20:00,47.625882,-122.295068,POINT (-122.295068 47.625882),F250024057
110 10th Ave S,Rescue Elevator,2025-02-20 07:19:00,47.601612,-122.319581,POINT (-122.319581 47.601612),F250024055
5931 East Marginal Way S,Aid Response,2025-02-20 07:14:00,47.549528,-122.334969,POINT (-122.334969 47.549528),F250024053
1501 1st Ave S,Medic Response,2025-02-20 07:10:00,47.590302,-122.334195,POINT (-122.334195 47.590302),F250024052
326 W Mercer St,Nurseline/AMR,2025-02-20 07:06:00,47.6246,-122.360961,POINT (-122.360961 47.6246),F250024051
2715 25th Ave S,Aid Response,2025-02-20 06:59:00,47.579039,-122.300283,POINT (-122.300283 47.579039),F250024049
1531 13th Ave S,Aid Response,2025-02-20 06:58:00,47.589745,-122.315986,POINT (-122.315986 47.589745),F250024048
325 9th Ave N,Aid Response,2025-02-20 06:58:00,47.621165,-122.339767,POINT (-122.339767 47.621165),F250024047
2204 1st Ave,Rubbish Fire,2025-02-20 06:49:00,47.61263,-122.345253,POINT (-122.345253 47.61263),F250024046
6416 Roosevelt Way Ne,Aid Response,2025-02-20 06:45:00,47.675109,-122.317363,POINT (-122.317363 47.675109),F250024045
9061 Seward Park Ave S,Aid Response,2025-02-20 06:32:00,47.521679,-122.264284,POINT (-122.264284 47.521679),F250024044
4508 Ne 54th St,Aid Response,2025-02-20 06:30:00,47.667383,-122.279376,POINT (-122.279376 47.667383),F250024043
1902 2nd Ave,Aid Response,2025-02-20 06:27:00,47.610972,-122.340465,POINT (-122.340465 47.610972),F250024042
105 5th Ave S,Triaged Incident,2025-02-20 06:22:00,47.601643,-122.327656,POINT (-122.327656 47.601643),F250024041
105 5th Ave S,Triaged Incident,2025-02-20 06:22:00,47.601643,-122.327656,POINT (-122.327656 47.601643),F250024040
110 Lee St,Triaged Incident,2025-02-20 06:20:00,47.631,-122.3554,POINT (-122.3554 47.631),F250024039
7327 26th Ave Sw,Aid Response Yellow,2025-02-20 06:10:00,47.536737,-122.366465,POINT (-122.366465 47.536737),F250024038
740 Yesler Way,Nurseline/AMR,2025-02-20 06:02:00,47.601705,-122.323343,POINT (-122.323343 47.601705),F250024036
1630 43rd Ave E,Aid Response,2025-02-20 05:59:00,47.633523,-122.277157,POINT (-122.277157 47.633523),F250024035
1624 Boren Ave,Auto Fire Alarm,2025-02-20 05:54:00,47.61469,-122.330035,POINT (-122.330035 47.61469),F250024033
3rd Ave / Virginia St,Aid Response,2025-02-20 05:46:00,47.612398,-122.340892,POINT (-122.340892 47.612398),F250024032
1202 E Pine St,Auto Fire Alarm,2025-02-20 05:37:00,47.615264,-122.316827,POINT (-122.316827 47.615264),F250024031
11355 3rd Ave Ne,Aid Response,2025-02-20 05:12:00,47.710969,-122.326017,POINT (-122.326017 47.710969),F250024030
9200 2nd Ave Sw,Aid Response Yellow,2025-02-20 05:01:00,47.521244,-122.336301,POINT (-122.336301 47.521244),F250024029
2805 E Cherry St,Aid Response,2025-02-20 05:00:00,47.607996,-122.295807,POINT (-122.295807 47.607996),F250024028
5033 37th Ave S,Aid Response,2025-02-20 04:57:00,47.556785,-122.286143,POINT (-122.286143 47.556785),F250024026
2202 E Olive St,Nurseline/AMR,2025-02-20 04:39:00,47.61711,-122.303597,POINT (-122.303597 47.61711),F250024025
9256 Dayton Ave N,Triaged Incident,2025-02-20 04:29:00,47.696354,-122.352671,POINT (-122.352671 47.696354),F250024023
118 Bell St,Aid Response Yellow,2025-02-20 04:29:00,47.613497,-122.346355,POINT (-122.346355 47.613497),F250024024
2030 3rd Ave,Nurseline/AMR,2025-02-20 04:22:00,47.612626,-122.341277,POINT (-122.341277 47.612626),F250024022
1922 9th Ave,Medic Response,2025-02-20 04:12:00,47.615781,-122.334715,POINT (-122.334715 47.615781),F250024021
223 Yesler Way,Alarm Bell,2025-02-20 04:11:00,47.601718,-122.331581,POINT (-122.331581 47.601718),F250024020
316 Bellevue Ave E,Aid Response,2025-02-20 04:08:00,47.621007,-122.32658,POINT (-122.32658 47.621007),F250024019
4524 S Henderson St,Nurseline/AMR,2025-02-20 04:06:00,47.523312,-122.275874,POINT (-122.275874 47.523312),F250024017
147 N 132nd St,Crisis Center,2025-02-20 04:06:00,47.725059,-122.357384,POINT (-122.357384 47.725059),F250024016
724 N 143rd St,Auto Fire Alarm,2025-02-20 03:58:00,47.732314,-122.350154,POINT (-122.350154 47.732314),F250024015
84 Union St,Aid Response,2025-02-20 03:49:00,47.607556,-122.339756,POINT (-122.339756 47.607556),F250024014
811 E Roanoke St,Aid Response,2025-02-20 03:47:00,47.64319,-122.321953,POINT (-122.321953 47.64319),F250024013
12th Ave S / S Jackson St,Aid Response,2025-02-20 03:44:00,47.599187,-122.317225,POINT (-122.317225 47.599187),F250024012
2745 California Ave Sw,Aid Response Yellow,2025-02-20 03:36:00,47.578063,-122.38667,POINT (-122.38667 47.578063),F250024010
3939 S Othello St,Aid Response,2025-02-20 03:27:00,47.537045,-122.282811,POINT (-122.282811 47.537045),F250024009
202 19th Ave E,Low Acuity Referral,2025-02-20 03:27:00,47.619673,-122.307364,POINT (-122.307364 47.619673),F250024008
202 19th Ave E,Aid Response Yellow,2025-02-20 03:21:00,47.619673,-122.307364,POINT (-122.307364 47.619673),F250024007
215 W Mcgraw St,Medic Response,2025-02-20 03:18:00,47.639597,-122.359782,POINT (-122.359782 47.639597),F250024006
1811 Eastlake Ave,Aid Response Yellow,2025-02-20 03:07:00,47.618002,-122.329182,POINT (-122.329182 47.618002),F250024005
1002 E Denny Way,Dumpster Fire,2025-02-20 02:58:00,47.618749,-122.319494,POINT (-122.319494 47.618749),F250024004
4425 Martin Luther King Jr Way S,Medic Response- Overdose,2025-02-20 02:27:00,47.563567,-122.29522,POINT (-122.29522 47.563567),F250024002
4308 Sw Beveridge Pl,Medic Response,2025-02-20 02:19:00,47.545282,-122.387462,POINT (-122.387462 47.545282),F250024001
1110 8th Ave,Triaged Incident,2025-02-20 01:54:00,47.608724,-122.329184,POINT (-122.329184 47.608724),F250023997
5444 Delridge Way Sw,Medic Response,2025-02-20 01:41:00,47.553321,-122.362969,POINT (-122.362969 47.553321),F250023996
2311 Yale Ave E,Aid Response,2025-02-20 01:38:00,47.639845,-122.327108,POINT (-122.327108 47.639845),F250023995
3261 Sw Avalon Way,Aid Response,2025-02-20 01:29:00,47.564245,-122.37305,POINT (-122.37305 47.564245),F250023994
220 10th Ave,Aid Response,2025-02-20 01:26:00,47.603682,-122.319409,POINT (-122.319409 47.603682),F250023993
4117 Woodland Park Ave N,Nurseline/AMR,2025-02-20 01:17:00,47.656826,-122.344645,POINT (-122.344645 47.656826),F250023992
4th Ave S / S Main St,Aid Response,2025-02-20 00:58:00,47.600036,-122.328965,POINT (-122.328965 47.600036),F250023991
623 Federal Ave E,Aid Response,2025-02-20 00:40:00,47.624524,-122.318834,POINT (-122.318834 47.624524),F250023988
7121 38th Ave S,Triaged Incident,2025-02-20 00:30:00,47.538685,-122.28474,POINT (-122.28474 47.538685),F250023987
4737 Roosevelt Way Ne,Nurseline/AMR,2025-02-20 00:13:00,47.663338,-122.317421,POINT (-122.317421 47.663338),F250023984
25th Ave Ne / Ne 47th St,Aid Response,2025-02-20 00:12:00,47.663199,-122.300905,POINT (-122.300905 47.663199),F250023983
202 19th Ave E,Aid Response,2025-02-19 23:46:00,47.619673,-122.307364,POINT (-122.307364 47.619673),F250023981
2010 S Jackson St,Aid Response,2025-02-19 23:44:00,47.599258,-122.305827,POINT (-122.305827 47.599258),F250023980
2208 15th Ave W,Aid Response Yellow,2025-02-19 23:40:00,47.638695,-122.376149,POINT (-122.376149 47.638695),F250023978
903 Union St,Aid Response,2025-02-19 23:31:00,47.611557,-122.330191,POINT (-122.330191 47.611557),F250023977
1009 E Pike St,Aid Response,2025-02-19 23:30:00,47.614086,-122.319327,POINT (-122.319327 47.614086),F250023976
4040 26th Ave Sw,Medic Response,2025-02-19 23:26:00,47.567175,-122.365445,POINT (-122.365445 47.567175),F250023974
E THOMAS ST / BROADWAY E,Aid Response,2025-02-19 23:24:00,47.621076,-122.320892,POINT (-122.320892 47.621076),F250023973
4629 21ST AVE NE,Triaged Incident,2025-02-19 23:22:00,47.662432,-122.305466,POINT (-122.305466 47.662432),F250023972
9215 Renton Ave S,Aid Response,2025-02-19 23:19:00,47.520652,-122.274022,POINT (-122.274022 47.520652),F250023971
4727 42nd Ave Sw,Nurseline/AMR,2025-02-19 23:17:00,47.56061,-122.385471,POINT (-122.385471 47.56061),F250023970
9200 2nd Ave Sw,Medic Response,2025-02-19 23:10:00,47.521244,-122.336301,POINT (-122.336301 47.521244),F250023968
6604 S 124th St,Triaged Incident,2025-02-19 23:09:00,47.492088,-122.251601,POINT (-122.251601 47.492088),V250023966
108 2nd Ave S,Triaged Incident,2025-02-19 23:09:00,47.601681,-122.331562,POINT (-122.331562 47.601681),F250023967
7121 38th Ave S,Triaged Incident,2025-02-19 23:08:00,47.538685,-122.28474,POINT (-122.28474 47.538685),F250023965
1911 22nd Ave S,Medic Response,2025-02-19 23:07:00,47.586234,-122.304237,POINT (-122.304237 47.586234),F250023964
7121 38th Ave S,Medic Response,2025-02-19 23:03:00,47.538685,-122.28474,POINT (-122.28474 47.538685),F250023963
715 2nd Ave,Medic Response,2025-02-19 22:52:00,47.603121,-122.333265,POINT (-122.333265 47.603121),F250023962
E Madison St / 43rd Ave E,Aid Response,2025-02-19 22:47:00,47.636387,-122.27712,POINT (-122.27712 47.636387),F250023960
407 N 87th St,Car Fire,2025-02-19 22:38:00,47.692414,-122.353855,POINT (-122.353855 47.692414),F250023959
9057 16th Ave Sw,Medic Response- Overdose,2025-02-19 22:31:00,47.522341,-122.35511,POINT (-122.35511 47.522341),F250023956
2120 Rainier Ave S,Illegal Burn,2025-02-19 22:22:00,47.584361,-122.302765,POINT (-122.302765 47.584361),F250023955
1901 Western Ave,Auto Fire Alarm,2025-02-19 22:21:00,47.610056,-122.34329,POINT (-122.34329 47.610056),F250023954
1212 S King St,Aid Response,2025-02-19 22:19:00,47.598338,-122.316996,POINT (-122.316996 47.598338),F250023953
DEXTER AVE N / MERCER ST,Aid Response,2025-02-19 22:16:00,47.624465,-122.342354,POINT (-122.342354 47.624465),F250023949
Rainier Ave S / S College St,Rubbish Fire,2025-02-19 22:15:00,47.582763,-122.301518,POINT (-122.301518 47.582763),F250023948
706 Belmont Ave E,Aid Response,2025-02-19 22:06:00,47.625239,-122.324144,POINT (-122.324144 47.625239),F250023945
1411 Boylston Ave,Nurseline/AMR,2025-02-19 22:06:00,47.613098,-122.323436,POINT (-122.323436 47.613098),F250023946
1427 20th Ave,Medic Response,2025-02-19 22:05:00,47.613221,-122.306238,POINT (-122.306238 47.613221),F250023944
801 9th Ave,Nurseline/AMR,2025-02-19 22:02:00,47.606982,-122.326056,POINT (-122.326056 47.606982),F250023943
1st Ave / Union St,Aid Response,2025-02-19 21:55:00,47.607828,-122.339105,POINT (-122.339105 47.607828),F250023942
100 Nw 85th St,Nurseline/AMR,2025-02-19 21:49:00,47.69061,-122.357982,POINT (-122.357982 47.69061),F250023941
710 Cherry St,Rescue Elevator,2025-02-19 21:36:00,47.605387,-122.327511,POINT (-122.327511 47.605387),F250023939
756 Broadway E,Aid Response,2025-02-19 21:34:00,47.625595,-122.321322,POINT (-122.321322 47.625595),F250023938
9426 27th Ave Sw,Aid Response,2025-02-19 21:33:00,47.518717,-122.367272,POINT (-122.367272 47.518717),F250023937
4200 S Webster St,Aid Response,2025-02-19 21:24:00,47.535211,-122.280325,POINT (-122.280325 47.535211),F250023936
2017 15th Ave S,Aid Response,2025-02-19 21:17:00,47.585361,-122.313372,POINT (-122.313372 47.585361),F250023935
144 N 130th St,Aid Response,2025-02-19 21:15:00,47.723241,-122.356821,POINT (-122.356821 47.723241),F250023934
4831 35th Ave Sw,Aid Response,2025-02-19 21:11:00,47.558988,-122.376234,POINT (-122.376234 47.558988),F250023932
Harvard Ave E / E Roy St,Illegal Burn,2025-02-19 21:08:00,47.625117,-122.321976,POINT (-122.321976 47.625117),F250023931
8323 Rainier Ave S,Automatic Medical Alarm,2025-02-19 21:07:00,47.528857,-122.269987,POINT (-122.269987 47.528857),F250023930
13550 23RD PL NE,Aid Response,2025-02-19 21:04:00,47.727005,-122.30313,POINT (-122.30313 47.727005),F250023929
8913 20th Ave Ne,Fire in Building,2025-02-19 21:01:00,47.693142,-122.306838,POINT (-122.306838 47.693142),F250023928
3266 Sw Avalon Way,Nurseline/AMR,2025-02-19 20:48:00,47.56422,-122.373106,POINT (-122.373106 47.56422),F250023925
11th Ave Ne / Ne 41st St,Nurseline/AMR,2025-02-19 20:48:00,47.656876,-122.316694,POINT (-122.316694 47.656876),F250023926
419 6th Ave S,Aid Response,2025-02-19 20:43:00,47.59903,-122.326362,POINT (-122.326362 47.59903),F250023924
620 N 130th St,Aid Response Yellow,2025-02-19 20:43:00,47.723223,-122.351366,POINT (-122.351366 47.723223),F250023923
2320 42nd Ave Sw,Aid Response,2025-02-19 20:36:00,47.582872,-122.385107,POINT (-122.385107 47.582872),F250023921
4811 S Director St,Medic Response,2025-02-19 20:36:00,47.522343,-122.272768,POINT (-122.272768 47.522343),F250023920
