Address,Type,Datetime,Latitude,Longitude,Report Location,Incident Number
1333 Harbor Ave Sw,Illegal Burn,2025-12-31 23:59:00,47.591918,-122.382656,POINT (-122.382656 47.591918),F260000002
3323 S Graham St,Aid Response,2025-12-31 23:57:00,47.546103,-122.289056,POINT (-122.289056 47.546103),F250180050
81 CLAY ST,Ladder Code Red,2025-12-31 23:56:00,47.61584,-122.352214,POINT (-122.352214 47.61584),F250180051
E Pine St / Boylston Ave,Aid Response,2025-12-31 23:55:00,47.615231,-122.323415,POINT (-122.323415 47.615231),F250180049
1325 E Madison St,Aid Response,2025-12-31 23:52:00,47.613492,-122.315187,POINT (-122.315187 47.613492),F250180048
2225 4th Ave,Automatic Medical Alarm,2025-12-31 23:50:00,47.614788,-122.342952,POINT (-122.342952 47.614788),F250180046
4111 Stone Way N,Medic Response- 6 per Rule,2025-12-31 23:47:00,47.656686,-122.342375,POINT (-122.342375 47.656686),F250180044
6302 22nd Ave Nw,Aid Response,2025-12-31 23:46:00,47.674565,-122.38474,POINT (-122.38474 47.674565),F250180043
35th Ave Sw / Sw Snoqualmie St,1RED 1 Unit,2025-12-31 23:44:00,47.562035,-122.376202,POINT (-122.376202 47.562035),F250180041
11201 Roosevelt Way Ne,Ladder Code Yellow,2025-12-31 23:42:00,47.710279,-122.317673,POINT (-122.317673 47.710279),F250180040
2215 1st Ave,Rescue Lock In/Out,2025-12-31 23:39:00,47.612716,-122.345399,POINT (-122.345399 47.612716),F250180039
101 Taylor Ave N,Auto Fire Alarm,2025-12-31 23:27:00,47.618566,-122.346316,POINT (-122.346316 47.618566),F250180034
11201 Roosevelt Way Ne,2RED - 1 + 1,2025-12-31 23:26:00,47.710279,-122.317673,POINT (-122.317673 47.710279),F250180033
119 W Roy St,Aid Response,2025-12-31 23:25:00,47.625719,-122.358249,POINT (-122.358249 47.625719),F250180030
2011 5th Ave,Alarm Bell,2025-12-31 23:25:00,47.613805,-122.339307,POINT (-122.339307 47.613805),F250180031
305 Harrison St,Alarm Bell,2025-12-31 23:21:00,47.622089,-122.351371,POINT (-122.351371 47.622089),F250180029
5925 31st Ave Sw,Medic Response- 7 per Rule,2025-12-31 23:19:00,47.549719,-122.372316,POINT (-122.372316 47.549719),F250180027
12517 33rd Ave Ne,Illegal Burn,2025-12-31 23:19:00,47.719378,-122.292729,POINT (-122.292729 47.719378),F250180028
2010 Terry Ave,Medic Response,2025-12-31 23:14:00,47.61712,-122.334996,POINT (-122.334996 47.61712),F250180023
808 Howell St,Aid Response,2025-12-31 23:12:00,47.614127,-122.334009,POINT (-122.334009 47.614127),F250180020
2021 7th Ave,Auto Fire Alarm,2025-12-31 23:11:00,47.615345,-122.337941,POINT (-122.337941 47.615345),F250180021
509 19th Ave E,Aid Response,2025-12-31 23:08:00,47.623311,-122.307303,POINT (-122.307303 47.623311),F250180019
1425 21st Ave,Aid Response,2025-12-31 23:05:00,47.613205,-122.304943,POINT (-122.304943 47.613205),F250180017
2551 Thorndyke Ave W,Auto Fire Alarm,2025-12-31 23:04:00,47.642154,-122.385152,POINT (-122.385152 47.642154),F250180015
808 Howell St,Aid Response,2025-12-31 23:01:00,47.614127,-122.334009,POINT (-122.334009 47.614127),F250180014
2331 2nd Ave,Aid Response,2025-12-31 22:59:00,47.614273,-122.346054,POINT (-122.346054 47.614273),F250180013
Bagley Ave N / East Green Lake Dr N,Rubbish Fire,2025-12-31 22:55:00,47.682628,-122.331584,POINT (-122.331584 47.682628),F250180012
3rd Ave / Pike St,Aid Response,2025-12-31 22:51:00,47.60975,-122.337793,POINT (-122.337793 47.60975),F250180010
10317 Midvale Ave N,Aid Response,2025-12-31 22:41:00,47.703384,-122.34331,POINT (-122.34331 47.703384),F250180009
2814 Nw Golden Dr,Aid Response Yellow,2025-12-31 22:36:00,47.698287,-122.393924,POINT (-122.393924 47.698287),F250180008
101 Taylor Ave N,Medic Response- Overdose 14,2025-12-31 22:35:00,47.618566,-122.346316,POINT (-122.346316 47.618566),F250180007
1200 University St,Medic Response,2025-12-31 22:29:00,47.611943,-122.325987,POINT (-122.325987 47.611943),F250180003
707 Terry Ave,Rescue Elevator,2025-12-31 22:22:00,47.606777,-122.324334,POINT (-122.324334 47.606777),F250180002
123 10TH AVE E,Aid Response,2025-12-31 22:11:00,47.619011,-122.319525,POINT (-122.319525 47.619011),F250180000
4505 39th Ave Sw,Aid Response,2025-12-31 22:08:00,47.562836,-122.381447,POINT (-122.381447 47.562836),F250179998
Nb I5 Exp At Ship Canal,Rescue Extrication,2025-12-31 22:08:00,47.630275,-122.326299,POINT (-122.326299 47.630275),F250179999
1732 16th Ave,Aid Response,2025-12-31 22:05:00,47.616815,-122.311453,POINT (-122.311453 47.616815),F250179996
Nb I5 At Convention Center,Car Fire Freeway,2025-12-31 22:04:00,47.60875,-122.330754,POINT (-122.330754 47.60875),F250179995
3rd Ave N / Mercer St,Aid Response,2025-12-31 22:03:00,47.62457,-122.351487,POINT (-122.351487 47.62457),F250179997
1529 Rainier Ave S,Medic Response- 7 per Rule,2025-12-31 22:01:00,47.588571,-122.30595,POINT (-122.30595 47.588571),F250179994
3310 Ne 125th St,Auto Fire Alarm,2025-12-31 21:52:00,47.719264,-122.292632,POINT (-122.292632 47.719264),F250179989
1240 NE 120TH ST,Auto Fire Alarm,2025-12-31 21:48:00,47.715806,-122.315013,POINT (-122.315013 47.715806),F250179987
731 Westlake Ave N,Aid Response,2025-12-31 21:47:00,47.625997,-122.338781,POINT (-122.338781 47.625997),F250179985
400 Broad St,Aid Response,2025-12-31 21:46:00,47.619744,-122.348859,POINT (-122.348859 47.619744),F250179986
5262 17th Ave Ne,Aid Response,2025-12-31 21:36:00,47.666856,-122.309447,POINT (-122.309447 47.666856),F250179983
1240 Ne 127th St,Auto Fire Alarm,2025-12-31 21:32:00,47.72124,-122.31503,POINT (-122.31503 47.72124),F250179982
7726 57th Ave Ne,Automatic Medical Alarm,2025-12-31 21:28:00,47.685057,-122.267062,POINT (-122.267062 47.685057),F250179981
STANLEY AVE S / S BAILEY ST,Medic Response,2025-12-31 21:21:00,47.547974,-122.316104,POINT (-122.316104 47.547974),F250179980
1806 23rd Ave,Auto Alarm 1 + 1 + 1,2025-12-31 21:18:00,47.618076,-122.302573,POINT (-122.302573 47.618076),F250179978
1902 2nd Ave,Aid Response,2025-12-31 21:08:00,47.610972,-122.340465,POINT (-122.340465 47.610972),F250179976
110 Boren Ave N,Auto Fire Alarm,2025-12-31 21:06:00,47.618632,-122.335875,POINT (-122.335875 47.618632),F250179975
1005 Terrace St,Aid Response,2025-12-31 21:03:00,47.604615,-122.32228,POINT (-122.32228 47.604615),F250179974
106 DEXTER AVE N,Aid Response,2025-12-31 21:00:00,47.61861,-122.342401,POINT (-122.342401 47.61861),F250179973
Pine St / 2nd Ave,Medic Response- 6 per Rule,2025-12-31 20:59:00,47.610278,-122.339812,POINT (-122.339812 47.610278),F250179972
1621 Warren Ave N,Automatic Fire Alarm Resd,2025-12-31 20:54:00,47.633338,-122.354429,POINT (-122.354429 47.633338),F250179969
ELLIOTT AVE / BLANCHARD ST,Aid Response,2025-12-31 20:46:00,47.61161,-122.346533,POINT (-122.346533 47.61161),F250179967
3rd Ave / Pike St,Aid Response,2025-12-31 20:45:00,47.60975,-122.337793,POINT (-122.337793 47.60975),F250179966
7127 38th Ave S,Investigate Out Of Service,2025-12-31 20:44:00,47.538629,-122.284739,POINT (-122.284739 47.538629),F250179964
S Henderson St / Martin Luther King Jr Way S,Illegal Burn,2025-12-31 20:43:00,47.523246,-122.279209,POINT (-122.279209 47.523246),F250179963
1020 E Denny Way,Aid Response,2025-12-31 20:36:00,47.618751,-122.319254,POINT (-122.319254 47.618751),F250179960
100 20th Ave E,Engine Code Red,2025-12-31 20:30:00,47.618502,-122.306081,POINT (-122.306081 47.618502),F250179959
7027 Delridge Way Sw,Aid Response,2025-12-31 20:29:00,47.539765,-122.360857,POINT (-122.360857 47.539765),F250179958
1221 S Main St,Aid Response,2025-12-31 20:21:00,47.60001,-122.316234,POINT (-122.316234 47.60001),F250179955
Banner Way Ne / Ne 80th St,MVI - Motor Vehicle Incident,2025-12-31 20:21:00,47.686768,-122.325099,POINT (-122.325099 47.686768),F250179954
4816 S Holden St,Medic Response,2025-12-31 20:10:00,47.533662,-122.272501,POINT (-122.272501 47.533662),F250179953
401 S Jackson St,Aid Response,2025-12-31 20:07:00,47.599197,-122.328955,POINT (-122.328955 47.599197),F250179951
1001 E James Way,1YELLOW 1 Unit,2025-12-31 19:52:00,47.607834,-122.319302,POINT (-122.319302 47.607834),F250179948
2349 Harbor Ave Sw,Medic Response,2025-12-31 19:52:00,47.582207,-122.373281,POINT (-122.373281 47.582207),F250179947
3256 Nw 54th St,Investigate Out Of Service,2025-12-31 19:50:00,47.66747,-122.399908,POINT (-122.399908 47.66747),F250179946
SB I5 AT DENNY,Medic Response- 6 per Rule,2025-12-31 19:49:00,47.620742,-122.328647,POINT (-122.328647 47.620742),F250179945
1811 Eastlake Ave,Medic Response- 6 per Rule,2025-12-31 19:48:00,47.618002,-122.329182,POINT (-122.329182 47.618002),F250179944
329 23RD AVE S,Rescue Elevator,2025-12-31 19:46:00,47.600013,-122.302235,POINT (-122.302235 47.600013),F250179943
9438 26th Ave Sw,Activated CO Detector,2025-12-31 19:38:00,47.518842,-122.365905,POINT (-122.365905 47.518842),F250179937
2810 S Mcclellan St,Alarm Bell,2025-12-31 19:36:00,47.578347,-122.296085,POINT (-122.296085 47.578347),F250179936
12th Ave S / S Main St,Medic Response- Overdose,2025-12-31 19:34:00,47.600015,-122.31723,POINT (-122.31723 47.600015),F250179935
1400 BOREN AVE,Dumpster Fire,2025-12-31 19:15:00,47.612472,-122.328005,POINT (-122.328005 47.612472),F250179932
5112 S Findlay St,Aid Response,2025-12-31 19:14:00,47.551886,-122.269606,POINT (-122.269606 47.551886),F250179931
7930 Rainier Ave S,Auto Fire Alarm,2025-12-31 19:12:00,47.530717,-122.269989,POINT (-122.269989 47.530717),F250179930
3621 33rd Ave S,Medic Response- 7 per Rule,2025-12-31 19:07:00,47.571408,-122.291001,POINT (-122.291001 47.571408),F250179929
8th Ave / Seneca St,Aid Response,2025-12-31 18:54:00,47.609372,-122.329777,POINT (-122.329777 47.609372),F250179928
3rd Ave / Pike St,Medic Response- 7 per Rule,2025-12-31 18:52:00,47.60975,-122.337793,POINT (-122.337793 47.60975),F250179927
12th Ave S / S King St,Illegal Burn,2025-12-31 18:49:00,47.598338,-122.317228,POINT (-122.317228 47.598338),F250179925
2400 Boyer Ave E,2RED - 1 + 1,2025-12-31 18:44:00,47.641048,-122.31352,POINT (-122.31352 47.641048),F250179923
6720 Carleton Ave S,Aid Response,2025-12-31 18:41:00,47.54304,-122.321542,POINT (-122.321542 47.54304),F250179922
301 Ne 103rd St,Rescue Elevator,2025-12-31 18:40:00,47.70316,-122.325825,POINT (-122.325825 47.70316),F250179920
6th Ave S / S Spokane St,Aid Response,2025-12-31 18:37:00,47.571408,-122.325986,POINT (-122.325986 47.571408),F250179919
4504 16th Ave Ne,Aid Response,2025-12-31 18:36:00,47.661288,-122.310857,POINT (-122.310857 47.661288),F250179918
1001 E James Way,Auto Fire Alarm,2025-12-31 18:29:00,47.607834,-122.319302,POINT (-122.319302 47.607834),F250179916
1920 4th Ave,Auto Fire Alarm,2025-12-31 18:25:00,47.612443,-122.338984,POINT (-122.338984 47.612443),F250179915
11706 36th Ave Ne,Activated CO Detector,2025-12-31 18:15:00,47.713421,-122.289296,POINT (-122.289296 47.713421),F250179912
4217 Greenwood Ave N,Aid Response,2025-12-31 18:14:00,47.658193,-122.355462,POINT (-122.355462 47.658193),F250179911
4720 15th Ave Ne,1RED 1 Unit,2025-12-31 18:09:00,47.663199,-122.311964,POINT (-122.311964 47.663199),F250179909
2010 S Jackson St,Aid Response,2025-12-31 18:08:00,47.599258,-122.305827,POINT (-122.305827 47.599258),F250179908
4416 S Brandon St,Aid Response,2025-12-31 18:05:00,47.553402,-122.279146,POINT (-122.279146 47.553402),F250179904
Rainier Ave S / S College St,Engine Code Red,2025-12-31 18:05:00,47.582763,-122.301518,POINT (-122.301518 47.582763),F250179905
1203 Ne 135th St,Alarm Bell,2025-12-31 18:01:00,47.726674,-122.315345,POINT (-122.315345 47.726674),F250179903
5727 37th Ave S,Aid Response Yellow,2025-12-31 17:58:00,47.551024,-122.286266,POINT (-122.286266 47.551024),F250179900
704 E Thomas St,Alarm Bell,2025-12-31 17:43:00,47.62106,-122.323056,POINT (-122.323056 47.62106),F250179898
GOLF DR S / S CHARLES ST,Rubbish Fire,2025-12-31 17:43:00,47.594282,-122.316577,POINT (-122.316577 47.594282),F250179899
21st Ave / E Jefferson St,Aid Response,2025-12-31 17:42:00,47.606165,-122.305031,POINT (-122.305031 47.606165),F250179896
40th Ave Sw / Fauntleroy Way Sw,Medic Response,2025-12-31 17:39:00,47.549874,-122.382904,POINT (-122.382904 47.549874),F250179893
2811 8th Ave W,Medic Response- 7 per Rule,2025-12-31 17:39:00,47.645255,-122.367525,POINT (-122.367525 47.645255),F250179892
800 Jefferson St,Rescue Elevator,2025-12-31 17:38:00,47.604315,-122.32531,POINT (-122.32531 47.604315),F250179891
1229 Madison St,Trans to AMR,2025-12-31 17:37:00,47.60994,-122.3237,POINT (-122.3237 47.60994),F250179890
1020 Ne 63rd St,Rubbish Fire,2025-12-31 17:35:00,47.674157,-122.317191,POINT (-122.317191 47.674157),F250179889
1132 N 128th St,Crisis Center,2025-12-31 17:33:00,47.722281,-122.344531,POINT (-122.344531 47.722281),F250179887
Greenwood Ave N / N 115th St,Rescue Extrication,2025-12-31 17:23:00,47.712345,-122.355508,POINT (-122.355508 47.712345),F250179883
9009 GREENWOOD AVE N,Aid Response,2025-12-31 17:22:00,47.69429,-122.35534,POINT (-122.35534 47.69429),F250179882
6th Ave S / S Spokane St,Illegal Burn,2025-12-31 17:13:00,47.571408,-122.325986,POINT (-122.325986 47.571408),F250179880
2901 Ne Blakeley St,Medic Response,2025-12-31 17:12:00,47.665915,-122.296743,POINT (-122.296743 47.665915),F250179879
3939 S Othello St,Aid Response,2025-12-31 17:08:00,47.537045,-122.282811,POINT (-122.282811 47.537045),F250179878
12th Ave S / S Charles St,Aid Response,2025-12-31 17:08:00,47.593834,-122.317281,POINT (-122.317281 47.593834),F250179877
510 Minor Ave N,Aid Response,2025-12-31 17:05:00,47.623222,-122.333001,POINT (-122.333001 47.623222),F250179872
305 HARRISON ST,Auto Fire Alarm,2025-12-31 17:04:00,47.622089,-122.351371,POINT (-122.351371 47.622089),F250179873
705 Pike St,Auto Fire Alarm,2025-12-31 17:03:00,47.61163,-122.333297,POINT (-122.333297 47.61163),F250179871
Rainier Ave S / S Bayview St,Aid Response,2025-12-31 17:01:00,47.580994,-122.300167,POINT (-122.300167 47.580994),F250179869
3622 Sw Donovan St,Investigate Out Of Service,2025-12-31 17:00:00,47.525402,-122.378508,POINT (-122.378508 47.525402),F250179867
3rd Ave / Virginia St,Aid Response,2025-12-31 16:55:00,47.612398,-122.340892,POINT (-122.340892 47.612398),F250179865
1630 43rd Ave E,Aid Response,2025-12-31 16:53:00,47.633523,-122.277157,POINT (-122.277157 47.633523),F250179864
300 11TH AVE,Auto Fire Alarm,2025-12-31 16:53:00,47.604358,-122.318105,POINT (-122.318105 47.604358),F250179862
22nd Ave S / S Jackson St,Rubbish Fire,2025-12-31 16:51:00,47.599275,-122.303285,POINT (-122.303285 47.599275),F250179861
8408 Aurora Ave N,Illegal Burn,2025-12-31 16:48:00,47.689888,-122.344518,POINT (-122.344518 47.689888),F250179859
Stewart St / Post Al,Aid Response,2025-12-31 16:42:00,47.609931,-122.341772,POINT (-122.341772 47.609931),F250179852
1010 E Republican St,Alarm Bell,2025-12-31 16:41:00,47.623124,-122.319688,POINT (-122.319688 47.623124),F250179851
1911 Aurora Ave N,Aid Response,2025-12-31 16:37:00,47.640453,-122.346334,POINT (-122.346334 47.640453),F250179850
4416 S Brandon St,Medic Response,2025-12-31 16:34:00,47.553402,-122.279146,POINT (-122.279146 47.553402),F250179848
1505 LAKE WASHINGTON BLVD,1RED 1 Unit,2025-12-31 16:33:00,47.613589,-122.281394,POINT (-122.281394 47.613589),F250179849
300 11th Ave,Auto Fire Alarm,2025-12-31 16:33:00,47.604358,-122.318105,POINT (-122.318105 47.604358),F250179847
515 Madison St,Rescue Elevator,2025-12-31 16:30:00,47.606624,-122.331628,POINT (-122.331628 47.606624),F250179845
5th Ave S / S King St,Rubbish Fire,2025-12-31 16:24:00,47.598356,-122.327671,POINT (-122.327671 47.598356),F250179844
2008 Westlake Ave,Aid Response,2025-12-31 16:23:00,47.615007,-122.337781,POINT (-122.337781 47.615007),F250179843
117 18th Ave,Automatic Medical Alarm,2025-12-31 16:21:00,47.602011,-122.308962,POINT (-122.308962 47.602011),F250179842
2519 1st Ave,Aid Response Yellow,2025-12-31 16:19:00,47.614798,-122.348918,POINT (-122.348918 47.614798),F250179841
3621 Ne 100th St,Aid Response,2025-12-31 16:13:00,47.701111,-122.289597,POINT (-122.289597 47.701111),F250179840
6901 MARTIN LUTHER KING JR WAY S,Auto Fire Alarm,2025-12-31 16:07:00,47.540684,-122.283048,POINT (-122.283048 47.540684),F250179838
Rainier Ave S / 54th Ave S,Aid Response,2025-12-31 15:57:00,47.519834,-122.26509,POINT (-122.26509 47.519834),F250179834
12th Ave S / S Jackson St,Aid Response,2025-12-31 15:57:00,47.599187,-122.317225,POINT (-122.317225 47.599187),F250179836
14007 Greenwood Ave N,Medic Response- 7 per Rule,2025-12-31 15:56:00,47.730534,-122.355563,POINT (-122.355563 47.730534),F250179835
21st Ave E / E Thomas St,Illegal Burn,2025-12-31 15:55:00,47.621388,-122.304719,POINT (-122.304719 47.621388),F250179833
1416 1ST AVE,Aid Response,2025-12-31 15:47:00,47.60798,-122.339244,POINT (-122.339244 47.60798),F250179831
219 1st Ave S,Aid Response,2025-12-31 15:47:00,47.600719,-122.334183,POINT (-122.334183 47.600719),F250179832
607 Eastlake Ave E,Investigate Out Of Service,2025-12-31 15:44:00,47.624331,-122.329164,POINT (-122.329164 47.624331),F250179829
2720 E Madison St,Aid Response,2025-12-31 15:41:00,47.623153,-122.296667,POINT (-122.296667 47.623153),F250179828
1401 2nd Ave,Aid Response,2025-12-31 15:39:00,47.608292,-122.337995,POINT (-122.337995 47.608292),F250179827
3540 Ne 110th St,Medic Response,2025-12-31 15:36:00,47.708356,-122.289374,POINT (-122.289374 47.708356),F250179826
510 19TH AVE E,Medic Response,2025-12-31 15:32:00,47.623324,-122.307303,POINT (-122.307303 47.623324),F250179825
1005 Terrace St,Aid Response Yellow,2025-12-31 15:31:00,47.604615,-122.32228,POINT (-122.32228 47.604615),F250179824
450 3rd Ave,Aid Response,2025-12-31 15:29:00,47.601886,-122.330511,POINT (-122.330511 47.601886),F250179822
14315 Lake City Way Ne,Aid Response,2025-12-31 15:25:00,47.732071,-122.292377,POINT (-122.292377 47.732071),F250179821
Sb I5 To Albro,Fire Response Freeway,2025-12-31 15:18:00,47.551689,-122.317047,POINT (-122.317047 47.551689),F250179820
2564 38th Ave W,Aid Response Yellow,2025-12-31 15:17:00,47.642503,-122.406099,POINT (-122.406099 47.642503),F250179819
100 Melrose Ave E,Aid Response Yellow,2025-12-31 15:13:00,47.618497,-122.327854,POINT (-122.327854 47.618497),F250179818
215 1st Ave N,Aid Response,2025-12-31 15:11:00,47.619935,-122.355442,POINT (-122.355442 47.619935),F250179817
1101 Madison St,Rescue Elevator,2025-12-31 15:08:00,47.609343,-122.325128,POINT (-122.325128 47.609343),F250179816
4245 Roosevelt Way Ne,Aid Response,2025-12-31 14:57:00,47.658539,-122.317776,POINT (-122.317776 47.658539),F250179814
3610 S Edmunds St,Aid Response,2025-12-31 14:56:00,47.558661,-122.287528,POINT (-122.287528 47.558661),F250179813
Greenwood Ave N / N 130th St,Aid Response,2025-12-31 14:53:00,47.723234,-122.355547,POINT (-122.355547 47.723234),F250179811
401 Broadway,Aid Response,2025-12-31 14:50:00,47.605225,-122.32075,POINT (-122.32075 47.605225),F250179807
13023 Greenwood Ave N,Aid Response,2025-12-31 14:45:00,47.723436,-122.355547,POINT (-122.355547 47.723436),F250179806
911 26th Ave,Aid Response,2025-12-31 14:42:00,47.610094,-122.298843,POINT (-122.298843 47.610094),F250179802
329 23rd Ave S,Medic Response,2025-12-31 14:42:00,47.600013,-122.302235,POINT (-122.302235 47.600013),F250179801
9507 27th Ave Nw,Aid Response,2025-12-31 14:39:00,47.697921,-122.392322,POINT (-122.392322 47.697921),F250179800
223 Yesler Way,Aid Response,2025-12-31 14:37:00,47.601718,-122.331581,POINT (-122.331581 47.601718),F250179799
2301 S Jackson St,Aid Response,2025-12-31 14:28:00,47.599281,-122.302222,POINT (-122.302222 47.599281),F250179798
2200 E Madison St,Rescue Elevator,2025-12-31 14:27:00,47.61842,-122.30365,POINT (-122.30365 47.61842),F250179797
704 E Thomas St,Alarm Bell,2025-12-31 14:26:00,47.62106,-122.323056,POINT (-122.323056 47.62106),F250179796
6341 5th Ave Ne,Low Acuity Response,2025-12-31 14:21:00,47.674663,-122.323407,POINT (-122.323407 47.674663),F250179792
NB I5 AT 75,Car Fire Freeway,2025-12-31 14:20:00,47.682803,-122.321332,POINT (-122.321332 47.682803),F250179791
5612 ROOSEVELT WAY NE,Activated CO Detector,2025-12-31 14:19:00,47.669453,-122.317364,POINT (-122.317364 47.669453),F250179790
4004 W Bertona St,Aid Response,2025-12-31 14:18:00,47.650451,-122.408711,POINT (-122.408711 47.650451),F250179787
400 Broad St,EVENT - Special Event,2025-12-31 14:09:00,47.619744,-122.348859,POINT (-122.348859 47.619744),F250179785
2505 E Yesler Way,Aid Response Yellow,2025-12-31 14:09:00,47.601663,-122.299917,POINT (-122.299917 47.601663),F250179784
80 Stewart St,Aid Response,2025-12-31 14:08:00,47.609799,-122.34195,POINT (-122.34195 47.609799),F250179783
14002 Linden Ave N,Aid Response,2025-12-31 14:00:00,47.730569,-122.347758,POINT (-122.347758 47.730569),F250179781
320 N 85th St,Investigate Out Of Service,2025-12-31 13:48:00,47.690594,-122.355022,POINT (-122.355022 47.690594),F250179780
15th Ave S / S Lander St,Ladder Code Yellow,2025-12-31 13:42:00,47.579475,-122.313382,POINT (-122.313382 47.579475),F250179779
9309 Aurora Ave N,Aid Response,2025-12-31 13:42:00,47.696419,-122.344592,POINT (-122.344592 47.696419),F250179778
515 3rd Ave,Low Acuity Response,2025-12-31 13:38:00,47.602158,-122.330849,POINT (-122.330849 47.602158),F250179775
1038 Ne 94th St,Activated CO Detector,2025-12-31 13:38:00,47.696741,-122.317059,POINT (-122.317059 47.696741),F250179774
1811 17th Ave,Aid Response,2025-12-31 13:34:00,47.617703,-122.310139,POINT (-122.310139 47.617703),F250179773
409 S Henderson St,Aid Response,2025-12-31 13:29:00,47.523054,-122.329596,POINT (-122.329596 47.523054),F250179770
2nd Ave / Denny Way,Aid Response,2025-12-31 13:27:00,47.618592,-122.352839,POINT (-122.352839 47.618592),F250179766
9300 Aurora Ave N,Aid Response,2025-12-31 13:27:00,47.69636,-122.344591,POINT (-122.344591 47.69636),F250179769
103 Pike St,Aid Response,2025-12-31 13:27:00,47.608879,-122.339875,POINT (-122.339875 47.608879),F250179768
1414 S Columbian Way,Aid Response,2025-12-31 13:23:00,47.571997,-122.314711,POINT (-122.314711 47.571997),F250179764
1000 4th Ave,Aid Response,2025-12-31 13:23:00,47.606088,-122.332909,POINT (-122.332909 47.606088),F250179765
913 S Jackson St,Low Acuity Response,2025-12-31 13:15:00,47.59919,-122.320841,POINT (-122.320841 47.59919),F250179762
99 Union St,Aid Response Yellow,2025-12-31 12:59:00,47.607828,-122.339105,POINT (-122.339105 47.607828),F250179760
12538 2nd Ave Nw,Ladder Code Yellow,2025-12-31 12:57:00,47.719966,-122.359603,POINT (-122.359603 47.719966),F250179758
2339 17th Ave S,Aid Response Yellow,2025-12-31 12:57:00,47.58258,-122.310786,POINT (-122.310786 47.58258),F250179756
103 12th Ave,Aid Response,2025-12-31 12:51:00,47.601733,-122.316784,POINT (-122.316784 47.601733),F250179754
143 N 145th St,3RED - 1 +1 + 1,2025-12-31 12:46:00,47.734136,-122.358379,POINT (-122.358379 47.734136),F250179752
8049 14th Ave Nw,Aid Response,2025-12-31 12:46:00,47.687189,-122.374096,POINT (-122.374096 47.687189),F250179753
5002 37th Ave Sw,Medic Response,2025-12-31 12:44:00,47.557424,-122.378905,POINT (-122.378905 47.557424),F250179751
Wb I90 At Rainier,Mutual Aid- Hazmat,2025-12-31 12:42:00,47.590802,-122.309163,POINT (-122.309163 47.590802),F250179750
4601 Phinney Ave N,Aid Response,2025-12-31 12:38:00,47.662141,-122.353981,POINT (-122.353981 47.662141),F250179749
401 BROADWAY,Aid Response,2025-12-31 12:33:00,47.605225,-122.32075,POINT (-122.32075 47.605225),F250179747
940 N 98th St,Alarm Bell,2025-12-31 12:27:00,47.700531,-122.34679,POINT (-122.34679 47.700531),F250179744
Golf Dr S / S Charles St,Illegal Burn,2025-12-31 12:27:00,47.594282,-122.316577,POINT (-122.316577 47.594282),F250179743
10400 65th Ave S,Medic Response,2025-12-31 12:26:00,47.50818,-122.252375,POINT (-122.252375 47.50818),F250179742
13012 37th Ave Ne,Aid Response,2025-12-31 12:16:00,47.723051,-122.288604,POINT (-122.288604 47.723051),F250179734
509 1st Ave W,Auto Fire Alarm,2025-12-31 12:10:00,47.623378,-122.358024,POINT (-122.358024 47.623378),F250179732
1015 Queen Anne Ave N,Rescue Elevator,2025-12-31 12:09:00,47.628391,-122.356681,POINT (-122.356681 47.628391),F250179731
8825 Burke Ave N,Aid Response,2025-12-31 12:06:00,47.692532,-122.335115,POINT (-122.335115 47.692532),F250179730
9455 27th Ave Sw,Aid Response Yellow,2025-12-31 12:04:00,47.518178,-122.367277,POINT (-122.367277 47.518178),F250179729
2215 1st Ave,Aid Response,2025-12-31 12:03:00,47.612716,-122.345399,POINT (-122.345399 47.612716),F250179727
Banner Way Ne / Ne 80th St,MVI - Motor Vehicle Incident,2025-12-31 12:01:00,47.686768,-122.325099,POINT (-122.325099 47.686768),F250179726
2020 S Jackson St,Auto Fire Alarm,2025-12-31 12:01:00,47.599261,-122.305296,POINT (-122.305296 47.599261),F250179725
118 Broadway E,Auto Alarm 1 + 1 + 1,2025-12-31 12:00:00,47.618943,-122.320857,POINT (-122.320857 47.618943),F250179724
1st Ave N / Roy St,Medic Response- Overdose,2025-12-31 11:55:00,47.625452,-122.355397,POINT (-122.355397 47.625452),F250179723
3rd Ave / Vine St,Aid Response,2025-12-31 11:53:00,47.616579,-122.347964,POINT (-122.347964 47.616579),F250179721
1023 E Alder St,Medic Response,2025-12-31 11:53:00,47.60436,-122.319104,POINT (-122.319104 47.60436),F250179720
829 Ne 67th St,Aid Response,2025-12-31 11:52:00,47.677305,-122.319698,POINT (-122.319698 47.677305),F250179719
607 Maynard Ave S,Automatic Medical Alarm,2025-12-31 11:51:00,47.597453,-122.325062,POINT (-122.325062 47.597453),F250179717
401 Broadway,Aid Response Yellow,2025-12-31 11:50:00,47.605225,-122.32075,POINT (-122.32075 47.605225),F250179716
12505 Greenwood Ave N,Medic Response,2025-12-31 11:42:00,47.719638,-122.355539,POINT (-122.355539 47.719638),F250179711
7550 Brooklyn Ave Ne,Ladder Code Yellow,2025-12-31 11:42:00,47.683521,-122.314232,POINT (-122.314232 47.683521),F250179710
Melrose Ave / Denny Way,Aid Response,2025-12-31 11:39:00,47.618497,-122.327854,POINT (-122.327854 47.618497),F250179707
1124 Columbia St,Aid Response Yellow,2025-12-31 11:35:00,47.608025,-122.323562,POINT (-122.323562 47.608025),F250179706
